CustomerID,CustomerName,JoinDate,Segment,AcquisitionChannel,Region,IsActive,ChurnDate,AnnualValue
C1075,Thomas Scott,2022-03-01,Consumer,Partner,London,False,2023-10-12,4071.38
C1076,Jessica Baker,2022-05-26,Consumer,Online,Scotland,True,,4846.57
C1077,Henry Anderson,2021-11-17,SMB,Events,London,True,,44239.04
C1078,Samuel Lewis,2021-10-20,SMB,Referral,London,True,,21848.15
C1079,Jones Partners,2021-08-01,Enterprise,Online,London,True,,65543.9
C1080,Emily Anderson,2023-04-15,Consumer,Partner,London,True,,618.62
C1081,James Hall,2022-09-07,Consumer,Direct,Scotland,True,,3254.99
C1082,Joseph Adams,2021-12-16,SMB,Online,London,True,,49165.24
C1083,George Lewis,2021-05-13,Consumer,Events,Scotland,True,,2106.83
C1084,Green International,2022-05-10,Enterprise,Partner,Scotland,True,,130303.99
C1085,Jack Walker,2022-11-22,Consumer,Direct,London,True,,2470.42
C1086,Anderson Corp,2022-04-23,Enterprise,Events,London,True,,192102.67
C1087,Grace King,2023-07-27,Consumer,Online,Scotland,True,,3536.0
C1088,James Walker,2021-06-08,Consumer,Partner,Scotland,True,,738.37
C1089,Chloe Scott,2021-09-07,Consumer,Partner,London,False,2022-04-10,3914.69
C1090,Allen Partners,2022-01-14,Enterprise,Events,Scotland,True,,170737.09
C1091,Oliver Miller,2021-12-20,SMB,Partner,London,True,,20420.22
C1092,Emma Lewis,2022-06-19,SMB,Online,London,True,,12365.85
C1093,Robinson Holdings,2021-05-22,Enterprise,Events,London,True,,178903.79
C1094,Walker Holdings,2021-05-11,Enterprise,Online,London,True,,136097.75
C1095,Sophia Green,2021-07-22,Consumer,Partner,London,True,,4704.12
C1096,Walker Holdings,2021-12-31,Enterprise,Online,London,True,,190672.74
C1097,Mia Baker,2021-08-27,SMB,Referral,London,True,,29630.73
C1098,Robinson Group,2021-12-18,Enterprise,Direct,Scotland,True,,177166.12
C1099,Charlotte Thomas,2022-03-11,Consumer,Events,London,True,,1109.64
C1100,Lily Walker,2022-01-03,SMB,Online,London,True,,25552.35
C1101,Joseph Robinson,2021-08-06,Consumer,Referral,Scotland,True,,3865.33
C1102,Lewis Ltd,2021-04-15,Enterprise,Referral,London,True,,173561.92
C1103,Jack Miller,2023-03-08,SMB,Online,Scotland,True,,45694.24
C1104,Miller Partners,2022-01-22,Enterprise,Direct,London,True,,173985.83
C1105,Samuel Taylor,2021-09-15,Consumer,Direct,London,True,,1421.94
C1106,David Scott,2022-05-15,Consumer,Referral,Scotland,True,,2696.97
C1107,Sophia Miller,2022-07-11,Consumer,Referral,Scotland,True,,4559.98
C1108,Robinson Corp,2021-10-04,Enterprise,Referral,Scotland,True,,66273.81
C1109,Lily Harris,2022-12-04,Consumer,Partner,Scotland,True,,992.05
C1110,Emma Allen,2022-12-25,Consumer,Direct,Scotland,True,,4701.27
C1111,Nelson Solutions,2022-07-15,Enterprise,Direct,London,True,,102517.58
C1112,Emily Wright,2022-04-24,Consumer,Referral,London,True,,2474.92
C1113,Lewis Ltd,2022-01-18,Enterprise,Direct,London,True,,142787.93
C1114,Baker Partners,2021-07-30,Public Sector,Referral,London,True,,122243.45
C1115,Samuel Jackson,2021-02-26,SMB,Online,London,True,,21298.74
C1116,William Taylor,2022-05-06,SMB,Online,Scotland,True,,35483.73
C1117,Lewis Services,2022-01-12,Public Sector,Events,Scotland,True,,148498.72
C1118,Emily Jackson,2022-03-02,Consumer,Direct,London,True,,1099.02
C1119,Jessica Martin,2022-10-19,SMB,Online,London,True,,24992.67
C1120,George Lewis,2022-03-27,SMB,Online,London,True,,45596.99
C1121,Wright Solutions,2021-03-12,Public Sector,Referral,Scotland,True,,106948.58
C1122,Chloe Nelson,2021-07-07,Consumer,Direct,London,True,,3935.27
C1123,Charlotte Baker,2021-08-25,Consumer,Direct,London,True,,797.1
C1124,Isabella Adams,2022-03-10,SMB,Events,London,True,,45222.45
C1125,Hall Services,2022-01-13,Enterprise,Events,London,True,,196418.71
C1126,Smith Holdings,2021-08-31,Enterprise,Referral,Scotland,True,,189641.33
C1127,Jackson Solutions,2023-07-01,Enterprise,Partner,Scotland,True,,66645.77
C1128,Green International,2021-07-19,Public Sector,Direct,Scotland,True,,31914.66
C1129,Lily Thomas,2021-08-28,SMB,Direct,Scotland,False,2022-05-29,46232.67
C1130,Emma Jones,2021-10-03,Consumer,Referral,Scotland,True,,4424.18
C1131,Anderson Partners,2021-10-21,Enterprise,Online,London,True,,100345.24
C1132,Harris Corp,2021-09-10,Public Sector,Partner,London,True,,62000.7
C1133,Green Group,2022-07-22,Public Sector,Direct,Scotland,True,,59155.32
C1134,Williams Solutions,2022-10-29,Enterprise,Online,London,True,,137413.24
C1135,Nelson Group,2023-05-01,Public Sector,Online,London,True,,52268.98
C1136,Davis International,2021-10-30,Enterprise,Referral,Scotland,True,,172632.64
C1137,Henry Anderson,2022-08-14,SMB,Online,London,True,,15755.71
C1138,Miller Partners,2021-07-17,Public Sector,Online,Scotland,True,,106235.63
C1139,Samuel Adams,2021-10-15,Consumer,Online,London,False,2023-12-26,4856.63
C1140,Lee Ltd,2022-06-10,Enterprise,Direct,London,True,,196575.15
C1141,Amelia Wright,2022-03-26,SMB,Partner,Scotland,True,,42438.61
C1142,Olivia Lee,2023-02-22,SMB,Online,London,True,,45198.99
C1143,Sophie Jones,2021-09-13,Consumer,Events,London,True,,4047.19
C1144,Anderson Holdings,2023-05-05,Public Sector,Direct,London,True,,53730.78
C1145,Martin Solutions,2021-09-20,Enterprise,Partner,Scotland,True,,123101.32
C1146,Lily Green,2023-02-19,SMB,Direct,Scotland,True,,18656.15
C1147,Clark Corp,2021-10-07,Public Sector,Online,London,True,,70931.67
C1148,George King,2022-04-30,Consumer,Direct,London,True,,1550.47
C1149,Henry Adams,2022-08-28,SMB,Events,Scotland,True,,15085.31
C1150,Lily Adams,2021-11-20,Consumer,Events,London,True,,587.29
C1151,Wright Corp,2021-05-12,Enterprise,Partner,Scotland,True,,60038.82
C1152,Smith Holdings,2022-01-03,Enterprise,Partner,Scotland,True,,103425.32
C1153,Joseph Davis,2022-06-17,Consumer,Partner,Scotland,True,,2855.76
C1154,Olivia Williams,2022-10-13,SMB,Referral,Scotland,True,,24745.27
C1155,Lee Corp,2021-10-16,Public Sector,Referral,London,True,,53733.68
C1156,Harry Lewis,2022-06-27,SMB,Online,London,True,,11018.61
C1157,Emma Adams,2022-12-05,SMB,Direct,Scotland,True,,30468.33
C1158,Oliver Scott,2021-12-24,Consumer,Online,Scotland,True,,2121.43
C1159,King Solutions,2022-02-21,Enterprise,Referral,London,True,,132214.63
C1160,Benjamin Wilson,2022-03-21,SMB,Direct,Scotland,False,2022-12-14,29147.73
C1161,Clark Corp,2021-10-03,Public Sector,Events,London,True,,89067.27
C1162,Amelia Clark,2022-01-28,Consumer,Online,London,False,2022-10-02,4543.61
C1163,Baker Services,2022-08-02,Enterprise,Direct,Scotland,True,,163125.72
C1164,Allen Partners,2022-07-15,Enterprise,Partner,London,True,,80688.51
C1165,Benjamin Allen,2021-06-27,SMB,Direct,Scotland,True,,18573.7
C1166,Henry Harris,2021-06-03,SMB,Online,Scotland,True,,47871.8
C1167,Emily Hall,2021-07-27,SMB,Events,Scotland,False,2021-12-13,47513.01
C1168,Miller Group,2023-02-05,Public Sector,Partner,Scotland,True,,36424.54
C1169,Adams Group,2022-05-19,Enterprise,Referral,Scotland,True,,95307.52
C1170,Smith International,2021-06-23,Public Sector,Partner,Scotland,True,,50949.75
C1171,Oliver Wright,2023-07-22,Consumer,Online,Scotland,True,,3613.11
C1172,Matthew Adams,2021-07-14,SMB,Referral,London,True,,21232.92
C1173,James Young,2022-03-04,SMB,Partner,London,True,,11764.92
C1174,Williams Holdings,2022-06-02,Public Sector,Online,Scotland,True,,84750.9
C1175,Miller Partners,2021-12-19,Enterprise,Online,London,True,,105816.49
C1176,William Thomas,2022-10-26,Consumer,Direct,Scotland,True,,4661.24
C1177,Samuel Baker,2023-07-26,SMB,Online,Scotland,True,,39791.76
C1178,Thomas Nelson,2022-10-30,Consumer,Events,Scotland,True,,2977.02
C1179,Lucy Jackson,2021-09-19,Consumer,Online,Scotland,True,,2854.04
C1180,Henry King,2021-12-07,SMB,Referral,London,True,,10023.84
C1181,David Davis,2021-08-10,SMB,Direct,London,False,2023-12-22,31678.68
C1182,Lee Group,2021-07-16,Enterprise,Direct,London,True,,113287.63
C1183,Lily Young,2022-02-07,SMB,Online,London,False,2023-07-25,34592.13
C1184,Scott Group,2021-06-28,Public Sector,Online,London,True,,80724.2
C1185,Baker Group,2021-12-20,Public Sector,Events,Scotland,True,,84562.34
C1186,William Robinson,2021-12-28,SMB,Events,London,True,,44508.67
C1187,Young Ltd,2022-04-14,Public Sector,Referral,London,True,,60384.52
C1188,Oliver Davis,2022-02-12,SMB,Direct,London,True,,29285.85
C1189,Sophie Allen,2021-11-08,SMB,Online,Scotland,True,,33342.79
C1190,Chloe Robinson,2021-12-21,Consumer,Partner,Scotland,True,,606.55
C1191,Benjamin Martin,2023-04-21,Consumer,Referral,Scotland,False,2023-12-31,801.22
C1192,Allen Services,2023-07-19,Public Sector,Referral,London,True,,83532.25
C1193,William Wright,2022-06-12,SMB,Referral,London,False,2022-09-11,38058.96
C1194,George Nelson,2022-01-18,SMB,Direct,London,True,,19747.05
C1195,Sophie Green,2021-09-01,SMB,Online,London,True,,12836.74
C1196,Young Partners,2022-12-28,Public Sector,Direct,Scotland,True,,130772.51
C1197,Harry Lee,2021-11-16,SMB,Referral,London,True,,34257.46
C1198,Isabella Wilson,2022-07-27,Consumer,Direct,Scotland,True,,3195.4
C1199,Jessica Nelson,2022-08-04,Consumer,Referral,London,True,,2036.67
C1200,Alexander King,2021-10-25,Consumer,Events,Scotland,True,,3020.84
C1201,Samuel Anderson,2021-10-20,Consumer,Partner,London,True,,4703.72
C1202,Henry Baker,2022-05-12,Consumer,Direct,Scotland,True,,2007.49
C1203,Benjamin Taylor,2021-05-31,SMB,Online,Scotland,True,,17598.64
C1204,Charlotte Young,2022-10-20,Consumer,Online,London,True,,1611.62
C1205,Lucy Robinson,2022-12-15,Consumer,Referral,Scotland,True,,2565.86
C1206,Jessica Nelson,2022-02-17,SMB,Direct,London,True,,20192.43
C1207,Young International,2022-07-22,Public Sector,Online,Scotland,True,,101432.61
C1208,Thomas Brown,2022-11-23,SMB,Direct,London,True,,31939.63
C1209,George Walker,2021-08-21,Consumer,Events,Scotland,False,2022-05-24,3738.07
C1210,Mia Miller,2021-10-04,SMB,Online,London,True,,42228.41
C1211,Sophie Martin,2021-06-17,SMB,Online,Scotland,True,,18838.94
C1212,Walker Partners,2021-08-29,Enterprise,Direct,London,True,,116924.78
C1213,James Lewis,2021-04-21,Consumer,Referral,London,False,2023-04-10,3942.75
C1214,Chloe Davis,2021-10-12,SMB,Partner,London,True,,24918.44
C1215,Mia Jackson,2022-03-26,Consumer,Online,London,True,,3201.96
C1216,Moore Holdings,2022-02-06,Enterprise,Events,London,True,,107145.64
C1217,Lily Miller,2021-12-10,Consumer,Events,London,True,,1258.44
C1218,Oliver King,2023-01-31,Consumer,Online,Scotland,False,2023-12-10,4621.32
C1219,Wilson Group,2022-05-19,Enterprise,Direct,Scotland,True,,143141.7
C1220,Isabella Wilson,2022-09-09,Consumer,Partner,Scotland,True,,577.32
C1221,Grace Scott,2021-10-12,Consumer,Direct,Scotland,False,2023-05-11,2160.19
C1222,Clark Ltd,2022-12-07,Public Sector,Direct,London,True,,77256.68
C1223,Jack Miller,2021-12-24,SMB,Partner,London,True,,38408.37
C1224,Lewis Partners,2021-11-10,Enterprise,Online,London,True,,183318.9
C1225,Lucy Martin,2022-06-17,Consumer,Online,Scotland,True,,1251.03
C1226,Smith Holdings,2021-08-11,Enterprise,Direct,London,True,,123083.24
C1227,William Smith,2021-09-26,SMB,Partner,Scotland,True,,46020.14
C1228,Mia Jones,2022-08-09,SMB,Referral,Scotland,True,,45881.55
C1229,Amelia Baker,2022-02-04,SMB,Direct,London,True,,30502.46
C1230,Smith Services,2021-09-19,Public Sector,Partner,London,True,,105680.94
C1231,Alexander Brown,2022-02-10,SMB,Referral,Scotland,True,,45341.32
C1232,William Nelson,2022-04-10,SMB,Online,Scotland,True,,42988.52
C1233,Thomas Jackson,2021-12-05,Consumer,Online,Scotland,False,2022-01-16,1491.07
C1234,Anderson Services,2022-08-18,Public Sector,Direct,London,True,,30068.04
C1235,Lee Holdings,2021-05-20,Public Sector,Referral,London,True,,104015.8
C1236,Allen Holdings,2021-11-06,Public Sector,Events,London,True,,93205.1
C1237,Olivia Harris,2023-02-22,Consumer,Online,Scotland,True,,1724.85
C1238,David Jones,2021-03-09,SMB,Events,Scotland,True,,32200.56
C1239,Hannah Jackson,2021-07-24,SMB,Events,London,True,,26771.66
C1240,Jones Partners,2021-12-20,Enterprise,Direct,London,False,2023-02-02,120976.12
C1241,Hall Services,2022-01-27,Enterprise,Direct,Scotland,True,,92970.14
C1242,Smith Solutions,2022-10-13,Enterprise,Direct,London,True,,131055.57
C1243,Moore Holdings,2023-01-21,Enterprise,Events,Scotland,True,,149908.73
C1244,Taylor Group,2023-02-09,Enterprise,Referral,London,True,,174770.33
C1245,King Corp,2023-02-26,Enterprise,Online,London,True,,54805.06
C1246,Harry Martin,2022-03-29,Consumer,Online,Scotland,False,2023-03-10,4131.35
C1247,William Jones,2021-09-06,Consumer,Direct,London,False,2022-09-11,3752.46
C1248,Grace Wright,2021-12-01,Consumer,Online,Scotland,True,,3144.52
C1249,Emily Jackson,2021-12-25,SMB,Online,London,True,,41348.99
C1250,Joseph Thomas,2022-12-06,SMB,Partner,Scotland,True,,15926.71
C1251,Jessica Walker,2021-11-27,SMB,Online,Scotland,False,2023-05-05,24920.96
C1252,Thomas Clark,2021-04-18,Consumer,Events,London,True,,2258.11
C1253,Alexander Lewis,2023-07-17,Consumer,Events,London,True,,1805.87
C1254,Olivia Nelson,2023-03-14,SMB,Referral,London,True,,28541.72
C1255,David Wilson,2021-05-03,Consumer,Events,Scotland,True,,3507.95
C1256,Joseph Lewis,2021-06-10,SMB,Direct,London,False,2023-12-16,47596.68
C1257,Davis Corp,2022-10-25,Public Sector,Partner,Scotland,True,,123560.98
C1258,Thomas Services,2022-12-09,Public Sector,Referral,Scotland,False,2023-03-15,143589.43
C1259,Wright Solutions,2022-05-13,Public Sector,Online,London,True,,73371.55
C1260,Lucy Smith,2022-12-28,SMB,Events,Scotland,False,2023-06-14,48143.42
C1261,Brown International,2021-04-28,Public Sector,Direct,London,True,,110159.81
C1262,King Services,2022-03-22,Enterprise,Partner,London,True,,121803.55
C1263,Harry Davis,2022-04-19,Consumer,Direct,Scotland,True,,1253.85
C1264,Jack Jackson,2022-06-21,SMB,Online,Scotland,True,,22888.56
C1265,Thomas Partners,2022-02-06,Public Sector,Direct,London,False,2023-01-24,119967.92
C1266,Harris Holdings,2023-01-07,Public Sector,Direct,Scotland,True,,44370.37
C1267,Thomas Thomas,2021-10-25,Consumer,Online,London,True,,4323.82
C1268,Miller Group,2023-07-30,Public Sector,Referral,London,True,,134340.59
C1269,Isabella Robinson,2021-08-05,Consumer,Partner,London,True,,1455.4
C1270,Grace Nelson,2021-10-01,SMB,Referral,Scotland,True,,33094.48
C1271,Thomas Wright,2021-05-01,SMB,Online,London,False,2023-01-23,12082.14
C1272,Lewis Services,2023-05-24,Enterprise,Partner,London,True,,62301.33
C1273,Sophie Allen,2022-03-08,Consumer,Online,Scotland,True,,2793.58
C1274,Johnson Partners,2023-03-18,Enterprise,Online,London,True,,81651.13
C1275,Brown Partners,2022-05-26,Enterprise,Online,London,True,,88249.89
C1276,Robinson Group,2022-07-24,Enterprise,Direct,London,True,,195076.15
C1277,James Young,2022-05-02,Consumer,Direct,London,False,2022-06-15,1445.92
C1278,Olivia Jackson,2022-02-06,SMB,Referral,London,True,,36380.81
C1279,Emily Wilson,2021-05-07,SMB,Direct,Scotland,True,,29596.53
C1280,Daniel Taylor,2021-05-01,SMB,Referral,London,False,2022-03-21,18153.6
C1281,Moore Corp,2021-02-25,Enterprise,Referral,London,True,,146637.5
C1282,James Scott,2022-06-05,Consumer,Referral,London,True,,1554.89
C1283,Emily Clark,2022-05-04,SMB,Events,London,True,,41978.45
C1284,Allen Solutions,2021-06-16,Enterprise,Online,Scotland,True,,144127.9
C1285,Taylor Partners,2022-12-31,Enterprise,Events,London,True,,87675.16
C1286,George Johnson,2021-10-28,Consumer,Online,Scotland,True,,4360.08
C1287,Joseph Jones,2021-11-07,Consumer,Online,London,True,,1540.87
C1288,Henry Moore,2021-10-11,SMB,Referral,Scotland,True,,13874.25
C1289,Walker Services,2023-02-28,Public Sector,Referral,Scotland,True,,35300.47
C1290,Oliver Clark,2021-02-14,SMB,Online,Scotland,True,,33315.17
C1291,James Allen,2022-09-07,SMB,Referral,London,True,,21010.32
C1292,Allen International,2022-03-21,Enterprise,Online,Scotland,True,,83843.78
C1293,Jones Group,2022-09-14,Enterprise,Events,London,True,,175042.95
C1294,Isabella Davis,2021-09-19,SMB,Direct,London,True,,12928.52
C1295,David Walker,2022-10-28,SMB,Online,London,True,,31313.91
C1296,Smith Services,2021-07-25,Public Sector,Referral,Scotland,True,,78697.94
C1297,Sophia Lewis,2021-05-15,SMB,Events,Scotland,True,,29172.87
C1298,Lucy Johnson,2022-08-17,Consumer,Online,London,True,,2787.87
C1299,Jones Solutions,2022-04-05,Public Sector,Direct,London,True,,35282.23
C1300,Oliver Wright,2021-08-27,Consumer,Direct,Scotland,True,,3920.63
C1301,James Williams,2021-12-02,Consumer,Events,London,True,,1951.23
C1302,Grace Young,2022-04-25,Consumer,Online,London,True,,2171.93
C1303,Charlotte Anderson,2022-07-02,Consumer,Online,Scotland,True,,1216.74
C1304,Jackson International,2021-09-20,Enterprise,Online,London,True,,56057.47
C1305,Moore Corp,2021-12-25,Enterprise,Online,London,True,,129505.28
C1306,Amelia Taylor,2022-01-11,Consumer,Direct,London,True,,4197.1
C1307,Sophie Walker,2022-11-09,SMB,Direct,Scotland,True,,32330.49
C1308,Emma Nelson,2023-04-04,Consumer,Direct,Scotland,True,,1050.85
C1309,Sophie Young,2022-01-31,Consumer,Direct,London,True,,1298.5
C1310,Thomas Wilson,2021-12-19,SMB,Events,London,False,2023-03-03,16194.44
C1311,Isabella Smith,2022-01-02,Consumer,Referral,London,True,,1592.22
C1312,Oliver Lee,2022-07-07,Consumer,Referral,Scotland,True,,4430.5
C1313,Emma Miller,2021-08-30,SMB,Events,London,True,,26131.17
C1314,Olivia Green,2022-08-12,Consumer,Referral,Scotland,True,,1759.04
C1315,Isabella Baker,2022-07-21,Consumer,Partner,London,True,,4920.35
C1316,Johnson Corp,2022-02-10,Public Sector,Online,Scotland,True,,58658.05
C1317,William Green,2022-01-08,SMB,Partner,London,False,2023-10-14,14087.03
C1318,Samuel Thomas,2021-06-16,SMB,Online,Scotland,False,2022-09-05,49977.74
C1319,Lee Partners,2022-06-12,Public Sector,Online,Scotland,True,,123469.6
C1320,Grace Jones,2023-01-12,SMB,Direct,Scotland,True,,43503.87
C1321,Walker Group,2022-02-11,Enterprise,Online,London,True,,194055.29
C1322,Williams Corp,2022-03-22,Public Sector,Partner,Scotland,True,,102442.97
C1323,Thomas Ltd,2021-10-04,Public Sector,Online,London,True,,100386.85
C1324,Olivia Williams,2022-04-10,SMB,Direct,Scotland,True,,13688.99
C1325,Samuel Smith,2021-11-25,Consumer,Partner,London,True,,4001.08
C1326,James Johnson,2023-02-22,SMB,Referral,London,True,,47753.92
C1327,Jackson Solutions,2021-08-20,Enterprise,Partner,London,False,2023-10-22,152736.21
C1328,Grace Miller,2022-09-13,SMB,Events,Scotland,False,2023-08-29,27449.62
C1329,Grace Smith,2022-06-28,Consumer,Referral,London,True,,4072.15
C1330,Olivia Johnson,2022-08-24,Consumer,Referral,London,True,,1453.82
C1331,Daniel Moore,2023-03-27,Consumer,Direct,London,True,,4969.36
C1332,Walker Partners,2021-09-20,Enterprise,Referral,London,True,,164994.27
C1333,Emily Scott,2022-02-27,SMB,Partner,London,True,,49249.43
C1334,Smith Corp,2022-03-14,Public Sector,Referral,London,True,,98337.78
C1335,Martin Partners,2021-04-21,Public Sector,Events,Scotland,True,,97669.82
C1336,Martin Ltd,2022-02-10,Enterprise,Online,London,True,,146290.39
C1337,Lucy Moore,2021-12-09,SMB,Online,Scotland,True,,36007.58
C1338,Emily Brown,2021-03-29,SMB,Online,London,True,,49263.92
C1339,Grace Allen,2022-12-03,Consumer,Referral,London,True,,1159.76
C1340,Brown Solutions,2021-11-16,Enterprise,Online,London,True,,164973.65
C1341,William Wilson,2021-04-28,SMB,Referral,Scotland,True,,33504.45
C1342,James Smith,2023-05-18,Consumer,Referral,Scotland,True,,3504.72
C1343,David Baker,2022-02-02,Consumer,Events,London,False,2022-05-10,4345.02
C1344,Emma Lee,2022-01-04,SMB,Direct,Scotland,True,,26311.64
C1345,Mia Young,2022-09-11,Consumer,Direct,London,False,2023-06-21,1759.1
C1346,Matthew Hall,2021-02-25,SMB,Online,London,False,2021-08-14,26465.84
C1347,Lucy Johnson,2022-07-04,SMB,Online,London,True,,49279.3
C1348,Davis Services,2021-02-26,Public Sector,Direct,Scotland,True,,54319.97
C1349,Brown International,2022-10-21,Public Sector,Events,London,True,,95362.25
C1350,Wilson Holdings,2022-03-10,Enterprise,Partner,Scotland,True,,69853.44
C1351,Thomas Robinson,2021-07-27,Consumer,Referral,London,True,,721.33
C1352,Wilson International,2022-05-03,Public Sector,Referral,London,True,,54586.84
C1353,Miller Solutions,2021-05-06,Enterprise,Online,London,True,,61276.78
C1354,Daniel Nelson,2023-01-19,Consumer,Partner,Scotland,False,2023-11-24,4881.55
C1355,Mia Hall,2022-02-27,SMB,Partner,Scotland,True,,42901.76
C1356,Harris Partners,2021-12-29,Enterprise,Online,London,True,,110417.21
C1357,Jackson Solutions,2023-09-20,Enterprise,Online,London,True,,62652.88
C1358,Smith Holdings,2021-06-18,Enterprise,Online,London,True,,130861.18
C1359,Robinson Solutions,2022-03-25,Enterprise,Referral,London,True,,99108.88
C1360,Chloe Lewis,2022-09-09,SMB,Online,London,True,,21552.16
C1361,Wright Services,2021-12-11,Enterprise,Direct,Scotland,True,,149347.04
C1362,Thomas Group,2022-11-03,Public Sector,Online,Scotland,True,,107672.49
C1363,Amelia Nelson,2022-07-19,SMB,Online,London,True,,17161.69
C1364,Thomas Jackson,2023-08-11,SMB,Referral,London,True,,41209.92
C1365,Walker Partners,2022-05-06,Enterprise,Online,Scotland,True,,125870.82
C1366,Lewis Holdings,2021-12-25,Enterprise,Partner,London,False,2023-11-13,152234.41
C1367,Moore Partners,2022-02-11,Enterprise,Online,London,True,,107140.88
C1368,George Hall,2021-07-03,Consumer,Online,London,False,2023-01-20,2185.38
C1369,Samuel Jones,2022-03-25,SMB,Online,London,True,,37341.02
C1370,Alexander Nelson,2021-09-08,Consumer,Partner,Scotland,True,,963.96
C1371,Isabella Nelson,2021-06-21,SMB,Online,Scotland,True,,47800.98
C1372,Allen Holdings,2021-11-26,Public Sector,Direct,Scotland,True,,42266.49
C1373,Jackson Holdings,2021-10-25,Public Sector,Direct,Scotland,True,,31875.89
C1374,Emily Adams,2021-08-13,SMB,Online,Scotland,True,,30492.41
C1375,Robinson Services,2022-02-23,Public Sector,Direct,London,False,2023-04-01,62296.05
C1376,Hannah Miller,2022-05-10,SMB,Referral,London,True,,24644.4
C1377,Emma Smith,2022-05-04,Consumer,Online,Scotland,True,,4819.1
C1378,Chloe Clark,2021-08-14,Consumer,Online,Scotland,False,2023-05-11,4765.89
C1379,Mia Hall,2023-10-27,SMB,Online,Scotland,True,,30570.23
C1380,Olivia Green,2021-07-31,Consumer,Referral,Scotland,True,,3894.3
C1381,Hannah Robinson,2022-11-19,SMB,Partner,London,True,,26878.58
C1382,Brown Group,2022-02-03,Public Sector,Partner,Scotland,True,,127490.15
C1383,Mia Williams,2023-02-27,SMB,Direct,Scotland,True,,48338.45
C1384,Davis Partners,2022-12-30,Public Sector,Partner,Scotland,True,,96665.53
C1385,Harris Solutions,2022-02-16,Enterprise,Referral,Scotland,True,,124937.67
C1386,Wright Solutions,2022-08-16,Public Sector,Direct,London,True,,140308.93
C1387,Jones Services,2023-05-07,Public Sector,Direct,London,True,,102789.51
C1388,Henry King,2021-05-29,Consumer,Online,Scotland,True,,2987.36
C1389,Amelia Harris,2023-01-23,SMB,Partner,London,True,,28570.46
C1390,Jones Group,2021-07-03,Public Sector,Online,London,True,,91311.38
C1391,Isabella King,2022-06-08,Consumer,Online,Scotland,False,2023-10-31,2477.91
C1392,Robinson Solutions,2022-07-11,Enterprise,Online,London,True,,193503.65
C1393,Sophia Wright,2021-12-25,SMB,Direct,London,True,,27084.0
C1394,Green Services,2022-06-23,Public Sector,Direct,London,True,,68424.44
C1395,Harry Taylor,2022-02-23,SMB,Direct,Scotland,False,2023-02-28,19885.41
C1396,Jack Walker,2022-05-28,SMB,Referral,Scotland,True,,42994.76
C1397,Lily Wright,2021-10-23,SMB,Direct,London,True,,14500.52
C1398,Green Group,2022-09-04,Public Sector,Referral,London,True,,46165.96
C1399,Emily Adams,2021-04-24,Consumer,Online,London,True,,2595.21
C1400,Moore Solutions,2021-12-01,Public Sector,Referral,Scotland,True,,58415.5
C1401,Robinson Holdings,2022-11-29,Public Sector,Partner,Scotland,True,,43137.7
C1402,Matthew Nelson,2023-02-26,Consumer,Direct,London,True,,3783.95
C1403,Chloe Baker,2021-11-10,SMB,Direct,London,False,2023-02-08,17853.3
C1404,Young Solutions,2022-11-14,Public Sector,Direct,Scotland,True,,117810.65
C1405,Jackson Partners,2021-05-22,Enterprise,Partner,Scotland,True,,65675.83
C1406,Lee Services,2021-05-17,Enterprise,Online,London,True,,79692.7
C1407,Jack Young,2022-01-16,Consumer,Direct,London,True,,4445.93
C1408,Emily Jackson,2022-02-09,Consumer,Direct,Scotland,False,2023-02-19,3314.07
C1409,Baker Services,2021-09-01,Public Sector,Online,London,True,,114075.08
C1410,Davis Holdings,2021-04-17,Public Sector,Online,Scotland,True,,45384.4
C1411,Amelia Jackson,2021-12-28,SMB,Direct,London,True,,22277.81
C1412,Lucy Johnson,2023-10-02,SMB,Direct,Scotland,True,,26898.39
C1413,Williams Partners,2021-12-12,Enterprise,Direct,London,True,,113929.83
C1414,Sophie Miller,2022-12-12,SMB,Direct,Scotland,True,,43110.71
C1415,Lucy Adams,2022-06-14,Consumer,Direct,Scotland,True,,2324.93
C1416,Moore Corp,2021-04-12,Public Sector,Online,London,True,,81020.41
C1417,Jessica Green,2022-01-09,SMB,Online,London,False,2022-03-07,30567.32
C1418,Lily Miller,2022-01-05,Consumer,Online,London,False,2022-02-17,2407.12
C1419,George King,2023-03-16,SMB,Partner,Scotland,False,2023-12-31,12432.1
C1420,Taylor Services,2022-02-05,Enterprise,Online,London,True,,170154.0
C1421,Olivia King,2021-08-18,Consumer,Direct,London,False,2021-10-17,2432.68
C1422,Jack Nelson,2023-03-26,SMB,Online,London,True,,20168.85
C1423,Lily Smith,2021-11-09,SMB,Partner,London,True,,11283.39
C1424,Emma Lee,2021-08-20,SMB,Referral,London,True,,33540.57
C1425,Williams Corp,2022-05-31,Enterprise,Referral,London,True,,136125.33
C1426,Alexander Taylor,2021-07-17,Consumer,Online,London,True,,3409.63
C1427,Jack Robinson,2022-08-30,SMB,Events,Scotland,False,2023-04-29,27560.69
C1428,Charlotte Johnson,2022-10-10,SMB,Online,London,True,,29400.86
C1429,Alexander Walker,2021-11-11,SMB,Partner,Scotland,True,,21564.24
C1430,Hall Solutions,2021-07-24,Enterprise,Online,Scotland,True,,53946.04
C1431,Emily Allen,2022-06-20,SMB,Partner,London,True,,11097.18
